Unnamed: 0,Report Number,Local Case Number,Agency Name,ACRS Report Type,Crash Date/Time,Route Type,Road Name,Cross-Street Name,Collision Type,Circumstance_Category,Weather,Surface Condition,Light,Traffic Control,Driver Substance Abuse,Person ID,Drivers License State,Vehicle ID,Vehicle First Impact Location,Vehicle Body Type,Vehicle Movement,Vehicle Going Dir,Speed Limit,Driverless Vehicle,Parked Vehicle,Vehicle Year,Vehicle Make,Latitude,Longitude,Vehicle Model,hour,Crash_year,Crash_month,Crash_day,Crash_hour,Crash_day_name,Crash_date,Crash_week
2958,MCP3053009D,250044985,Montgomery_County_Police,Property Damage Crash,2025-10-06 19:49:00,Maryland_State_Route,FREDERICK RD,COLESVILLE MANOR DR,Rear-End (Same Direction),Weather Related,Clear,Dry,Dark - Lighted,No Control,None Detected,2F88D3FD-7ACB-4987-AECE-9D75029605C3,MD,CF553155-3DD4-4B92-84EF-433C3A6D4B7C,Five O Clock,PassengerCar,Parked,North,2.5,No,Yes,2018,KIA,39.06078717,-77.05139594,Forte_Kia,19,2025,10,6,19,Monday,2025-10-06,41
2959,MCP33910025,250044689,Montgomery_County_Police,Property Damage Crash,2025-10-04 19:30:00,Maryland_State_Route,OLNEY SANDY SPRING RD,VEIRS MILL RD (WB/L),Angle Collision,Passing / Turning,Clear,Dry,Dark - Lighted,No Control,None Detected,BEB7E428-2347-4764-90DE-C2AE9B0A87D0,MD,AFDD72A6-F6AC-48C3-88EC-7A06125D1CC4,Three O Clock,PassengerCar,Passing,Southbound,30.0,No,No,2020,PORSCHE,39.14946292,-77.02576608,Macan_Porsche,19,2025,10,4,19,Saturday,2025-10-04,40
2960,MCP3339005K,250044535,Montgomery_County_Police,Property Damage Crash,2025-10-03 18:40:00,Bicycle_Route,LOST KNIFE RD,PINETREE RD,Rear-End (Same Direction),Driver Inattention,Clear,Dry,Daylight,No Control,None Detected,D29D5421-D846-4B64-934B-9F0232DB35ED,MD,FEF904B4-D2F2-4D4A-8926-3F25645CDAD9,Twelve O Clock,SportUtilityVehicle,MovingConstantSpeed,Westbound,35.0,No,No,2019,FORD,39.122607,-77.09284683,Escape_Ford,18,2025,10,3,18,Friday,2025-10-03,40
2962,MCP34450014,250045092,Montgomery_County_Police,Property Damage Crash,2025-10-07 15:00:00,County_Route,MILLWOOD RD,TANGLEWOOD DR,Angle Collision,Right-of-Way Violation,Clear,Dry,Daylight,No Control,None Detected,6B0C8CD4-DA5C-4902-B11D-D58BDFE128E7,MD,271C5508-625C-40D9-B875-B96D1A873721,VehicleNotAtScene,PickupTruck,MakingLeftTurn,Northbound,25.0,No,No,2008,HONDA,38.97670867,-77.1200855,Civic_Honda,15,2025,10,7,15,Tuesday,2025-10-07,41
2963,DD57040005,250046069,Rockville_Police_Department,Property Damage Crash,2025-10-13 20:22:00,Maryland_State_Route,ROCKVILLE PIKE (SB/L),FAIRLAND RD,Other,Right-of-Way Violation,Rain,Wet,Dark - Unknown Lighting,Traffic Signal,None Detected,ADBD22C4-8F68-4CB8-B721-7310D4F24492,MD,9A5808C2-B5FF-4EB6-8DF4-03FB39A66A96,One O Clock,ATV,MakingLeftTurn,Northbound,35.0,No,No,2008,TOYOTA,39.06444539,-77.12632308,Corolla_Toyota,20,2025,10,13,20,Monday,2025-10-13,42
2964,EJ79080034,250044767,Gaithersburg_Police_Department,Injury Crash,2025-10-05 13:30:00,Municipality_Route,WEST SIDE DR,SHAWNEE LA,Single Vehicle,Driver Inattention,Clear,Dry,Daylight,No Control,None Detected,1C025E18-4A9E-485E-B1B8-A9A877EAD1D7,MD,B349C331-8971-44E9-88D5-A5F8568858C8,One O Clock,PassengerCar,MovingConstantSpeed,Northbound,25.0,No,No,2013,FORD,39.126516,-77.20512567,Escape_Ford,13,2025,10,5,13,Sunday,2025-10-05,40
2966,EJ7904003C,250045018,Gaithersburg_Police_Department,Property Damage Crash,2025-10-07 07:54:00,Maryland_State_Route,GREAT SENECA HWY,BRACKLEY RD,Single Vehicle,Speed Related,Clear,Dry,Daylight,No Control,None Detected,3D6FCAFA-3B2A-4A06-AF76-C0C6BC885D3B,MD,8D5836A7-4FE3-40F7-B0F9-1101AF3C4B14,Twelve O Clock,PassengerCar,MovingConstantSpeed,Southbound,50.0,No,No,2017,ACURA,39.11660117,-77.22335317,RDX_Acura,7,2025,10,7,7,Tuesday,2025-10-07,41
2967,MCP3230007M,250045657,Montgomery_County_Police,Property Damage Crash,2025-10-10 20:10:00,Maryland_State_Route,GEORGIA AVE,PRINCE PHILIP DR (SB/L),Angle Collision,Right-of-Way Violation,Clear,Dry,Dark - Lighted,Traffic Signal,None Detected,1544D6C9-8178-469A-8A90-1FC417587DB3,MD,1706E769-D9E6-47C2-B4FC-85F273051A02,One O Clock,SportUtilityVehicle,MakingLeftTurn,West,25.0,No,No,2012,HONDA,39.1426775,-77.06756283,Pilot_Honda,20,2025,10,10,20,Friday,2025-10-10,41
2968,MCP2298018R,250044857,Montgomery_County_Police,Property Damage Crash,2025-10-06 07:43:00,County_Route,RANDOLPH RD,HEURICH RD,Rear-End (Same Direction),Right-of-Way Violation,Clear,Dry,Daylight,Traffic Signal,None Detected,038871E6-AE3B-43BC-A5D4-8ED3BA8E3144,MD,2528BD65-6583-4003-ADF0-57651246376D,Six O Clock,SchoolBus,MakingLeftTurn,Northbound,40.0,No,No,2014,TOYOTA,39.06231721,-77.04195293,Corolla_Toyota,7,2025,10,6,7,Monday,2025-10-06,41
2969,MCP2723009Z,250044574,Montgomery_County_Police,Property Damage Crash,2025-10-03 22:55:00,County_Route,BRIGGS CHANEY RD,WARFIELD RD,Angle Collision,Right-of-Way Violation,Clear,Dry,Dark - Not Lighted,No Control,None Detected,4876CEBB-A266-4A1B-B2C8-311EE6EA3790,MD,936BF679-88E7-4DC0-884F-C3BD9F2E8973,Seven O Clock,PassengerCar,SlowingOrStopping,Westbound,40.0,No,No,2004,LINCOLN,39.1005743,-76.97763856,Town Car_Lincoln,22,2025,10,3,22,Friday,2025-10-03,40
2970,MCP3254004P,250048404,Montgomery_County_Police,Property Damage Crash,2025-10-28 13:46:00,Maryland_State_Route,HATHAWAY DR,CONNECTICUT AVE PERRY AVE,Rear-End (Same Direction),Driver Inattention,Clear,Dry,Daylight,No Control,None Detected,3621683C-6059-4918-ACA7-5080F375C6B9,MD,AC72143F-9D24-4D27-A99E-42BE116E740D,Six O Clock,PassengerCar,StoppedInTrafficLane,Northbound,40.0,No,No,2025,HONDA,39.27171303,-77.30792334,Pilot_Honda,13,2025,10,28,13,Tuesday,2025-10-28,44
2971,MCP1568002C,250047368,Montgomery_County_Police,Injury Crash,2025-10-21 18:25:00,Maryland_State_Route,BEALLSVILLE RD,ARCTIC AVE,Single Vehicle,Speed Related,Clear,Dry,Dark - Not Lighted,No Control,None Detected,6AF3D5FD-B5C7-4AB6-B536-65580B51B52F,MD,FC4E5ECF-9A71-4E1E-B323-D19E1CCFD8CA,Twelve O Clock,PassengerCar,MovingConstantSpeed,Southbound,40.0,No,No,2016,NISSAN,39.19328508,-77.39877811,Maxima_Nissan,18,2025,10,21,18,Tuesday,2025-10-21,43
2972,MCP3401002B,250044631,Montgomery_County_Police,Property Damage Crash,2025-10-04 13:10:00,County_Route,GRACE CHURCH RD,SECOND AVE,Angle Collision,Right-of-Way Violation,Clear,Dry,Daylight,No Control,None Detected,BF21FBBA-B10B-4F5B-8E06-78C55C9C63DB,DC,A8426D5D-0BD4-4321-BDD7-6A45F801572D,Ten O Clock,PassengerCar,MovingConstantSpeed,Southbound,20.0,No,No,2010,LEXUS,39.0041265,-77.04104617,RX_Lexus,13,2025,10,4,13,Saturday,2025-10-04,40
2973,MCP34310014,250048417,Montgomery_County_Police,Injury Crash,2025-10-28 14:43:00,Maryland_State_Route,FOREST GLEN RD,WATKINS MILL RD,Rear-End (Same Direction),Tailgating,Clear,Dry,Daylight,No Control,None Detected,899E1763-AE6D-4FCF-A251-4BEF6EFBFB8E,MD,CA21936D-409E-4015-B3D2-55E5C0C002BD,Twelve O Clock,PassengerCar,MovingConstantSpeed,Westbound,45.0,No,No,2013,FORD,39.15490953,-77.25841199,Focus_Ford,14,2025,10,28,14,Tuesday,2025-10-28,44
2974,MCP9429001Q,250046910,Montgomery_County_Police,Injury Crash,2025-10-18 20:11:00,US_State_Route,COLESVILLE RD,FENTON ST,Rear-End (Same Direction),Congestion / Backup,Clear,Dry,Dark - Lighted,Other Pavement Marking,None Detected,E6EC4126-6BD2-43C4-99BF-5854E4CAEC90,DC,81A42BD9-4009-4B05-A07A-127C53EB2BFB,Seven O Clock,PassengerCar,SlowingOrStopping,North,35.0,No,No,2024,TOYOTA,38.99770804,-77.02703955,RAV4_Toyota,20,2025,10,18,20,Saturday,2025-10-18,42
2975,MCP3208007C,250044840,Montgomery_County_Police,Property Damage Crash,2025-10-05 22:06:00,Maryland_State_Route,GEORGIA AVE (SB/L),RUNNING BROOK DR,Single Vehicle,Driver Inattention,Clear,Dry,Dark - Lighted,No Control,None Detected,3D6B6DB8-1307-4F64-B7A1-8B3EDB128F06,MD,DE6220BA-CD36-40E3-99E8-338C20BCCF1B,Twelve O Clock,SportUtilityVehicle,MovingConstantSpeed,Northbound,30.0,No,No,2020,MERCEDES-BENZ,39.00770867,-77.03980267,GLC_Mercedes-Benz,22,2025,10,5,22,Sunday,2025-10-05,40
2976,MCP3325004K,250047723,Montgomery_County_Police,Injury Crash,2025-10-23 21:10:00,US_State_Route,COLUMBIA PIKE (SB/L),OAKLYN DR,Head-On,Lane Violation,Clear,Dry,Dark - Lighted,Traffic Signal,None Detected,8148C19F-0998-433D-A60E-EB35AACA768D,MD,A4761D71-EDB6-4D88-89A8-C0A967FC725C,Twelve O Clock,PassengerCar,MovingConstantSpeed,Southbound,30.0,No,No,2013,TOYOTA,39.09568526,-76.93811165,Camry_Toyota,21,2025,10,23,21,Thursday,2025-10-23,43
2977,MCP3274002P,250047757,Montgomery_County_Police,Property Damage Crash,2025-10-24 05:01:00,County_Route,WISCONSIN CIR,DR BIRD RD,Sideswipe (Same Direction),Backing Error,Clear,Dry,Dark - Lighted,No Control,None Detected,F556EFAE-9C23-4330-9E77-A90BF610A05D,MD,65831321-8C3F-456B-B6BB-1FA598F66297,One O Clock,TransitBus,Backing,Westbound,25.0,No,No,2022,INFINITI,38.96198703,-77.08510444,Q50_Infiniti,5,2025,10,24,5,Friday,2025-10-24,43
2978,MCP3429001D,250047228,Montgomery_County_Police,Injury Crash,2025-10-21 07:45:00,Maryland_State_Route,LAYHILL RD,SHEPHERD ST,Rear-End (Same Direction),Speed Related,Clear,Dry,Daylight,No Control,None Detected,F11F25A8-A877-40A3-9A55-D21D9F2DA591,MD,7D02DC12-2AE4-4BF4-8FB5-507E9DEA8704,Twelve O Clock,PassengerCar,SlowingOrStopping,Northbound,40.0,No,No,2018,CHEVROLET,39.0964355,-77.04385983,Silverado_Chevrolet,7,2025,10,21,7,Tuesday,2025-10-21,43
2979,EJ7886004Q,250047758,Gaithersburg_Police_Department,Injury Crash,2025-10-24 05:46:00,Maryland_State_Route,GEORGIA AVE,RAMP 7 FR MD 117 WB TO RAMP 6 (TO IS270),Rear vs Side,Right-of-Way Violation,Clear,Dry,Dark - Lighted,No Control,None Detected,F63369AE-C485-4C07-82B5-5B2CFDE4899F,MD,2791D3EA-5514-43DB-B2C5-1F041982C742,Twelve O Clock,PickupTruck,MovingConstantSpeed,Eastbound,35.0,No,No,2019,CHEVROLET,39.14064419,-77.21425243,Silverado_Chevrolet,5,2025,10,24,5,Friday,2025-10-24,43
2980,MCP25920051,250045908,Montgomery_County_Police,Injury Crash,2025-10-12 23:50:00,County_Route,WIGHTMAN RD,MAHAN RD,Sideswipe (Opposite Direction),Speed Related,Clear,Wet,Dark - Not Lighted,No Control,None Detected,9BE58F8A-1957-4ACB-B9F5-86D4296E9B02,MD,A032DC84-0A5B-4D17-B1CC-130C2F12CFE1,Eight O Clock,PickupTruck,MovingConstantSpeed,Southbound,30.0,No,No,2013,HONDA,39.20031933,-77.2038345,Civic_Honda,23,2025,10,12,23,Sunday,2025-10-12,41
2981,MCP2159003P,250045966,Montgomery_County_Police,Property Damage Crash,2025-10-13 11:00:00,Maryland_State_Route,RIDGE RD (SB/L),STEWART LA,Angle Collision,Road Obstruction,Cloudy,Dry,Daylight,No Control,None Detected,7F785984-B577-4C08-AF31-7B12B3D9A528,MD,28F307F6-5192-4929-B85A-22F63E5A7BC5,One O Clock,PickupTruck,StoppedInTrafficLane,Southbound,40.0,No,No,2015,GMC,39.23461289,-77.23752408,Sierra_GMC,11,2025,10,13,11,Monday,2025-10-13,42
2982,MCP26780062,250045529,Montgomery_County_Police,Property Damage Crash,2025-10-10 07:22:00,County_Route,16TH ST,KINGSBURY RD,Angle Collision,Road Obstruction,Clear,Dry,Daylight,Stop Sign,None Detected,9B423EB8-6C95-4AB3-BD49-5A8938073EA4,MD,4E1FF47F-693A-487C-9E01-5743C36656BD,Seven O Clock,TransitBus,Parked,West,2.5,No,Yes,2025,TOYOTA,39.03762333,-77.05095841,Camry_Toyota,7,2025,10,10,7,Friday,2025-10-10,41
2983,EJ7916000W,250045123,Gaithersburg_Police_Department,Injury Crash,2025-10-07 17:40:00,Municipality_Route,LONGDRAFT RD (SB/L),CLOPPER RD LONGDRAFT RD,Rear-End (Same Direction),Traffic Control Violation,Cloudy,Dry,Daylight,Traffic Signal,None Detected,304C19CC-5759-4383-8DB6-74FBF2A4271B,MD,19E5AD85-2647-446F-9098-DB39D96F7F4D,Eleven O Clock,PassengerCar,MovingConstantSpeed,Eastbound,35.0,No,No,2019,TOYOTA,39.14831753,-77.23781669,RAV4_Toyota,17,2025,10,7,17,Tuesday,2025-10-07,41
2984,MCP320000GP,250045178,Montgomery_County_Police,Injury Crash,2025-10-08 07:20:00,Maryland_State_Route,RIVER RD,FAIRLAND RD (WB/L),Rear-End (Same Direction),Weather Related,Rain,Wet,Daylight,Traffic Signal,None Detected,E2602A4F-6F4A-4F3E-9E30-DFEBDF3FBC1A,MD,6E1DF332-C52E-40EA-AB29-B88194433718,Six O Clock,SportUtilityVehicle,StoppedInTrafficLane,Eastbound,35.0,No,No,2019,LAND ROVER,38.98397787,-77.13832733,Range Rover Velar_Land Rover,7,2025,10,8,7,Wednesday,2025-10-08,41
2985,MCP3109009D,250047018,Montgomery_County_Police,Injury Crash,2025-10-19 18:17:00,Maryland_State_Route,GEORGIA AVE (SB/L),EVANS DR,Single Vehicle,Driver Inattention,Clear,Dry,Daylight,Lane Use Control,None Detected,CFA3F126-A0A0-4889-B2BC-C39810524E24,MD,6D85BE1F-C8EE-4D0C-816D-3C5A6B91C954,Twelve O Clock,PassengerCar,ChangingLanes,Southbound,35.0,No,No,2004,ACURA,39.02675471,-77.04669538,TSX_Acura,18,2025,10,19,18,Sunday,2025-10-19,42
2986,MCP2445007J,250045404,Montgomery_County_Police,Property Damage Crash,2025-10-09 13:08:00,Maryland_State_Route,GERMANTOWN RD (SB/L),COPLEY LA,Rear-End (Same Direction),Congestion / Backup,Clear,Dry,Daylight,No Control,None Detected,26734324-04FD-442E-BCED-9173CD9B8F99,MD,21E950EC-DDCC-4529-92D3-91C09498854A,Six O Clock,PassengerCar,StoppedInTrafficLane,Southbound,45.0,No,No,2008,HONDA,39.19176667,-77.24466667,Accord_Honda,13,2025,10,9,13,Thursday,2025-10-09,41
2987,MCP3446000R,250045701,Montgomery_County_Police,Property Damage Crash,2025-10-13 09:50:00,Maryland_State_Route,UNIVERSITY BLVD W (WB/L),PERSIMMON TREE RD,Angle Collision,Right-of-Way Violation,Clear,Dry,Daylight,No Control,None Detected,9F02147E-C47C-4A9C-8BAF-DDB831D0B076,MD,192686DB-9638-44A7-8BAC-EFAE2A60D575,VehicleNotAtScene,SportUtilityVehicle,MovingConstantSpeed,Eastbound,30.0,No,No,2023,HONDA,39.04119379,-77.0529886,Pilot_Honda,9,2025,10,13,9,Monday,2025-10-13,42
2988,MCP289200JC,250048003,Montgomery_County_Police,Property Damage Crash,2025-10-25 19:00:00,Maryland_State_Route,GEORGIA AVE (SB/L),BRIGADOON DR SELKIRK DR,Angle Collision,Right-of-Way Violation,Clear,Dry,Dark - Lighted,No Control,None Detected,E877CBED-53BD-49FD-88CB-A3558A5CB89B,MD,58D8D24B-82FA-4E16-BF64-99B382769451,One O Clock,PassengerCar,MakingLeftTurn,Northbound,30.0,No,No,2025,TOYOTA,39.01148396,-77.04131942,Corolla Cross_Toyota,19,2025,10,25,19,Saturday,2025-10-25,43
2989,MCP289200JB,250046886,Montgomery_County_Police,Property Damage Crash,2025-10-18 17:18:00,US_State_Route,COLESVILLE RD (SB/L),FOREST GLEN RD,Sideswipe (Same Direction),Congestion / Backup,Clear,Dry,Daylight,Traffic Signal,None Detected,64DB1A01-3722-4099-9071-9426BDDF0438,MD,2C863AD3-08F7-4ED6-AB2F-1E715F79570C,Ten O Clock,TransitBus,StoppedInTrafficLane,Southbound,35.0,No,No,2013,MAZDA,39.00898838,-77.01825184,Mazda6_Mazda,17,2025,10,18,17,Saturday,2025-10-18,42
2990,MCP3379002F,250045262,Montgomery_County_Police,Property Damage Crash,2025-10-08 16:26:00,Maryland_State_Route,GERMANTOWN RD (SB/L),RAMP 5 FR RAMP 8 (FR IS270) TO MD 118 EB,Head-On,Right-of-Way Violation,Clear,Dry,Daylight,Traffic Signal,None Detected,FF09C702-EBAD-4BE4-B47B-7ECBD0E65ECB,MD,1CC01FA6-7527-4066-8679-436F6F23D80B,Twelve O Clock,PassengerCar,Accelerating,Southbound,40.0,No,No,2025,NISSAN,39.18329496,-77.25712733,Altima_Nissan,16,2025,10,8,16,Wednesday,2025-10-08,41
2991,MCP25520087,250045175,Montgomery_County_Police,Injury Crash,2025-10-08 07:05:00,County_Route,TRAVILAH RD,RIVER RD RIVERS EDGE DR,Angle Collision,Right-of-Way Violation,Cloudy,Wet,Daylight,Stop Sign,None Detected,EDCEA1B1-A4AA-458B-8BA0-851535599322,MD,E35DF7D7-CE72-411E-B2CB-C3FB83021CBF,Twelve O Clock,PassengerCar,StoppedInTrafficLane,Southbound,30.0,No,No,2024,LAND ROVER,39.06075994,-77.28218381,Defender_Land Rover,7,2025,10,8,7,Wednesday,2025-10-08,41
2992,MCP2298018V,250045033,Montgomery_County_Police,Property Damage Crash,2025-10-07 09:32:00,County_Route,AMHERST AVE,COLESVILLE RD,Single Vehicle,Right-of-Way Violation,Clear,Dry,Daylight,Stop Sign,None Detected,F76731E3-8779-4829-A72B-1C720E7ADA9F,MD,6B9E94F0-3B51-4ED6-B24D-23C85D710133,Twelve O Clock,PickupTruck,MakingLeftTurn,Westbound,30.0,No,No,2012,TOYOTA,39.0362992,-77.04832987,Tacoma_Toyota,9,2025,10,7,9,Tuesday,2025-10-07,41
2993,MCP3170004G,250048467,Montgomery_County_Police,Injury Crash,2025-10-28 18:54:00,County_Route,MT EPHRAIM RD,DICKERSON RD,Single Vehicle,Speed Related,Cloudy,Dry,Dark - Not Lighted,No Control,None Detected,9B5A7706-0EEF-4A99-9FBC-0D8E4A83C0D5,MD,6DA90978-49C8-4C44-AC5B-9C283E41BE09,Twelve O Clock,PassengerCar,NegotiatingCurve,Southbound,30.0,No,No,2017,FORD,39.22048239,-77.41438358,Escape_Ford,18,2025,10,28,18,Tuesday,2025-10-28,44
2994,MCP2760007H,250046244,Montgomery_County_Police,Injury Crash,2025-10-14 18:50:00,County_Route,GOSHEN RD,WHITE OAK DR,Rear-End (Same Direction),Tailgating,Clear,Dry,Dark - Lighted,No Control,None Detected,CE5C90E2-5777-45D1-89FC-50B9DD75048A,MD,F73F82AB-2ACA-4A38-9FCD-93D61A34A372,Twelve O Clock,SportUtilityVehicle,Accelerating,Northbound,35.0,No,No,2011,CHEVROLET,39.15854,-77.19209033,Suburban_Chevrolet,18,2025,10,14,18,Tuesday,2025-10-14,42
2995,EJ79030056,250046947,Gaithersburg_Police_Department,Property Damage Crash,2025-10-19 06:00:00,Ramp_Route,RAMP 4 FR IS 270 NB TO MD 124 EB,ARLINGTON RD,Rear-End (Same Direction),Tailgating,Clear,Dry,Dark - Lighted,Traffic Signal,None Detected,72FD4288-C872-44C4-A1DF-E6BD1C7E81D2,MD,4A0A53AF-9707-443E-8044-934D63DC1DA4,Six O Clock,PickupTruck,StoppedInTrafficLane,Northbound,20.0,No,No,2017,CHEVROLET,39.15004462,-77.21460005,Silverado_Chevrolet,6,2025,10,19,6,Sunday,2025-10-19,42
2996,MCP3407001R,250048241,Montgomery_County_Police,Injury Crash,2025-10-27 14:53:00,County_Route,MIDDLEBROOK RD (WB/L),CENTERWAY RD,Single Vehicle,Driver Inattention,Clear,Dry,Daylight,Stop Sign,None Detected,5DE8409B-85A1-4C49-A12A-B264BE2B0031,MD,AC3EF04A-2F1F-469D-A6D7-2F7E94EBF50B,VehicleNotAtScene,PassengerCar,MakingRightTurn,Southbound,15.0,No,No,2006,TOYOTA,39.1816672,-77.23425146,Camry_Toyota,14,2025,10,27,14,Monday,2025-10-27,44
2997,MCP34290015,250044465,Montgomery_County_Police,Property Damage Crash,2025-10-03 12:35:00,County_Route,PARKLAND DR,TRUCK ST,Sideswipe (Same Direction),Surface Condition,Clear,Dry,Daylight,No Control,None Detected,706CD21E-93DB-4BB0-A7C0-088BC84261D9,MD,4A3DAB67-B005-4312-BB76-5FA8D1862068,Nine O Clock,Other,Parked,South,25.0,No,Yes,2012,FORD,39.06379602,-77.09090097,F-350_Ford,12,2025,10,3,12,Friday,2025-10-03,40
2998,MCP2160003X,250048290,Montgomery_County_Police,Property Damage Crash,2025-10-27 16:19:00,County_Route,OTTER COVE CT,SEVEN LOCKS RD,Sideswipe (Opposite Direction),Passing / Turning,Clear,Dry,Daylight,No Control,None Detected,49859BAF-6200-4E3B-AB82-8C80DD80F862,MD,B9574B09-7F2A-4ECC-9D1A-6BE446DEC06B,VehicleNotAtScene,VanCargo,MakingRightTurn,Westbound,15.0,No,No,2005,HYUNDAI,39.18693733,-77.159293,Elantra_Hyundai,16,2025,10,27,16,Monday,2025-10-27,44
2999,DD5653005R,250048230,Rockville_Police_Department,Property Damage Crash,2025-10-27 13:52:00,Maryland_State_Route,ROCKVILLE PIKE,HALPINE RD,Angle Collision,Lane Violation,Clear,Dry,Daylight,Traffic Signal,None Detected,4CA969A3-A61C-4422-B01B-B28B463A3F09,TX,0CF67590-D886-4AA2-A972-F305B963AF5D,Eleven O Clock,Van - Passenger (&lt;9 Seats),MovingConstantSpeed,Northbound,35.0,No,No,1997,GMC,39.06188159,-77.12390021,Savana_GMC,13,2025,10,27,13,Monday,2025-10-27,44
3000,MCP2356004Y,250045656,Montgomery_County_Police,Property Damage Crash,2025-10-10 19:46:00,Maryland_State_Route,MUNCASTER MILL RD,ROWEN RD,Rear-End (Same Direction),Driver Inattention,Clear,Dry,Dark - Lighted,Traffic Signal,Suspect Alcohol Only,45F2EA20-BC64-49E6-B5C9-4644BEDA24F9,MD,F51817DC-C3E0-48AA-A10C-633D9D18BA42,Twelve O Clock,PassengerCar,MovingConstantSpeed,Southbound,40.0,No,No,2011,FORD,39.13341547,-77.12212017,Escape_Ford,19,2025,10,10,19,Friday,2025-10-10,41
3001,MCP220300B5,250048108,Montgomery_County_Police,Property Damage Crash,2025-10-26 17:25:00,County_Route,HICKERSON DR,GEORGIA AVE (SB/L),Angle Collision,Road Obstruction,Clear,Dry,Daylight,No Control,None Detected,5B1992F0-0A00-40B8-B987-7800601CAC48,MD,5ECFA7B0-BBEF-4165-BE20-CEE50635201F,Eleven O Clock,PassengerCar,MovingConstantSpeed,West,25.0,No,No,2014,CHEVROLET,39.04223723,-77.05199415,Camaro_Chevrolet,17,2025,10,26,17,Sunday,2025-10-26,43
3002,DM85030027,250044853,Takoma_Park_Police_Department,Property Damage Crash,2025-10-06 05:17:00,Municipality_Route,HOLTON LA,NEW HAMPSHIRE AVE,Rear-End (Same Direction),Tailgating,Clear,Dry,Dark - Lighted,Traffic Signal,Illegal Drug Present,4D574DC4-4BE8-4095-910E-D6C154D8C7F0,MD,D4408B31-1385-4793-B999-B255A7A1FD88,Twelve O Clock,PassengerCar,StoppedInTrafficLane,Northbound,30.0,No,No,2015,KIA,38.98578896,-76.98810593,Forte_Kia,5,2025,10,6,5,Monday,2025-10-06,41
3004,MCP3407001N,250045089,Montgomery_County_Police,Property Damage Crash,2025-10-07 14:50:00,County_Route,BRINK RD,SPUR TO MD 124,Single Vehicle,Lane Violation,Cloudy,Dry,Daylight,No Control,Suspect Alcohol Only,99DE7DE3-E820-4E82-9BC8-FBEDFFD1E7DB,MD,8F09F61F-597F-40DB-9951-F256B43746B1,Twelve O Clock,PassengerCar,MovingConstantSpeed,Westbound,35.0,No,No,2010,HONDA,39.20765667,-77.22497667,Civic_Honda,14,2025,10,7,14,Tuesday,2025-10-07,41
3005,MCP3339005M,250047531,Montgomery_County_Police,Property Damage Crash,2025-10-22 17:43:00,Crossover,MONTGOMERY VILLAGE AVE,NORBECK RD,Rear-End (Same Direction),Tailgating,Clear,Dry,Dusk,Traffic Signal,None Detected,E806424A-66C8-4282-AB28-DB2E6902129E,MD,4B7AF3EC-FA27-49DB-A8E1-E9BED2766657,Six O Clock,PassengerCar,StoppedInTrafficLane,Westbound,35.0,No,No,2011,TOYOTA,39.09693283,-77.10769319,Camry_Toyota,17,2025,10,22,17,Wednesday,2025-10-22,43
3006,EJ7905003R,250048281,Gaithersburg_Police_Department,Injury Crash,2025-10-27 17:28:00,Ramp_Route,RAMP 7 FR MD 117 WB TO RAMP 6 (TO IS270),CHURCHILL DOWNS RD,Rear-End (Same Direction),Congestion / Backup,Clear,Dry,Daylight,No Control,None Detected,66D016D3-2457-435C-8F4A-A27001DEAEC9,MD,752BA8D8-B0D2-424C-B058-78F36BE45653,Six O Clock,PassengerCar,SlowingOrStopping,Unknown,25.0,No,No,2017,FORD,39.14052809,-77.21426256,Escape_Ford,17,2025,10,27,17,Monday,2025-10-27,44
3008,MCP3362006M,250048156,Montgomery_County_Police,Property Damage Crash,2025-10-27 07:51:00,Maryland_State_Route,UNIVERSITY BLVD E (WB/L),RAMP 2 FR IS 495 WB TO MD 193 NB,Angle Collision,Right-of-Way Violation,Clear,Dry,Daylight,Traffic Signal,None Detected,5AE79505-035B-4692-B6E9-41133D823485,MD,B1716564-6566-4EA4-BAFF-FE68EE9EA9DF,Eleven O Clock,PassengerCar,MakingRightTurn,Southbound,35.0,No,No,2012,CHRYSLER,39.01602757,-77.00545401,Town & Country_Chrysler,7,2025,10,27,7,Monday,2025-10-27,44
3009,MCP2162005N,250047867,Montgomery_County_Police,Property Damage Crash,2025-10-24 17:31:00,County_Route,COMMERCE LA,TUCKERMAN LA,Sideswipe (Same Direction),Driver Inattention,Clear,Dry,Daylight,No Control,None Detected,94AE4C65-58B4-46FB-8B86-E1BD35AF686E,MD,1A47857C-575E-4860-813B-C69EE56C5F3F,Three O Clock,TransitBus,MovingConstantSpeed,Westbound,35.0,No,No,2013,VOLKSWAGEN,38.98598311,-77.09471041,Jetta_Volkswagen,17,2025,10,24,17,Friday,2025-10-24,43
3010,MCP9390003M,250044978,Montgomery_County_Police,Property Damage Crash,2025-10-06 19:20:00,Maryland_State_Route,GREAT SENECA HWY,DECOVERLY DR (EB/L),Head-On,Right-of-Way Violation,Clear,Dry,Dark - Lighted,No Control,None Detected,E1000992-AAC3-4502-870A-7D5DE6CC0525,MD,C1E55C8D-81FE-4F4C-932B-352DEBC51C90,Four O Clock,PassengerCar,MakingLeftTurn,Southbound,50.0,No,No,2018,HONDA,39.1060955,-77.20789267,CR-V_Honda,19,2025,10,6,19,Monday,2025-10-06,41
